date,cpi,gov_spend_current,proxy_fai,trade balance,current consumption,CNYUSDSpot,neer_yoy,realgdp,realgdpgrowth_quarterly,realgdp_monthly,realgdp_monthly_yoy
2001-11-01,-0.29999999999999716,1801.3999999999996,3084.487287808097,261.1550113849091,3421.7,8.276877272727273,1.8492,,,20018.982074273255,8.354419516491607
2001-12-01,-0.29999999999999716,1881.5400000000009,6866.08816230694,174.84605278400005,4033.3,8.276838095238096,2.87056,60723.86401098351,7.5,20963.161807934768,7.613258971537573
2002-01-01,-1.0,1082.4,826.6395345668576,226.1909624958,3596.1,8.27667,3.25821,,,16964.436475534323,8.868218525467796
2002-02-01,0.0,1082.4,826.6395345668576,266.4014194576,3324.4,8.276646666666666,4.57466,,,16852.46993580797,9.147946242459092
2002-03-01,-0.7999999999999972,1346.6,2017.1770376649276,110.38482626219047,3114.8,8.27707619047619,1.15747,50761.888434467575,9.0,16944.982023125278,8.985155414087442
2002-04-01,-1.2999999999999972,587.9999999999995,2261.723641969336,80.45252442477272,3052.2,8.277204545454545,-1.1812,,,17828.11048280511,7.529623672714192
2002-05-01,-1.0999999999999943,2235.0,2776.183740133617,183.00792999277778,3202.1,8.276894444444444,-2.63225,,,18718.576675640394,10.194038745740786
2002-06-01,-0.7999999999999972,1963.0,3820.3020614586767,241.57563670999997,3158.8,8.27705,-4.69328,54861.91627034547,8.9,18315.22911189997,8.94394100753033
2002-07-01,-0.9000000000000057,1682.2000000000007,2976.04486123115,183.9373817451304,3096.6,8.276795652173913,-7.26463,,,20055.517269510965,9.929850156371046
2002-08-01,-0.7000000000000028,1607.3999999999996,3036.337925917607,184.77847831372728,3143.7,8.27671818181818,-4.59919,,,19745.28354755858,9.505908784729055
2002-09-01,-0.7000000000000028,1910.6000000000004,3618.298254512574,175.19200394628572,3422.4,8.276985714285715,-3.62385,59992.0062798154,9.7,20191.205462745856,9.662325910487258
2002-10-01,-0.7999999999999972,1513.7999999999993,3544.9117601242906,393.101205917,3661.9,8.276966666666667,-3.74952,,,21521.63772742262,9.0160208281584
2002-11-01,-0.7000000000000028,1900.0000000000018,3661.2695545210045,204.82374740571427,3733.1,8.277071428571428,-5.61309,,,21997.723713077572,9.884326942613297
2002-12-01,-0.4000000000000057,1992.239999999998,6632.966048415434,261.30479766595454,4404.4,8.277240909090908,-6.5449,66310.459499994,9.2,22791.09805949381,8.719754530860646
2003-01-01,0.4000000000000057,1196.2,1097.7773019047868,-102.64763923918181,3907.4,8.276827272727273,-8.76777,,,18933.03866337794,11.604288717062229
2003-02-01,0.20000000000000284,1196.2,1097.7773019047868,55.94957970506666,3706.4,8.277446666666666,-9.58466,,,18686.850620119752,10.884936696514181
2003-03-01,0.9000000000000057,1500.0,2634.7656327374407,-37.897086301904764,3494.8,8.277238095238095,-8.43707,56447.21993912795,11.2,18827.33065563026,11.108590318573896
2003-04-01,1.0,1734.4999999999995,2911.1743355951976,84.08461409181818,3406.9,8.277136363636364,-7.64242,,,19742.89586116868,10.740259772399007
2003-05-01,0.7000000000000028,1688.7000000000007,3727.42014274119,185.2433802164706,3463.3,8.276888235294118,-8.42366,,,19995.004467515733,6.819042996663471
2003-06-01,0.29999999999999716,2350.2999999999993,5169.153135995039,177.10329403433332,3576.9,8.27708095238095,-7.22601,59909.21256721726,9.2,20171.31223853285,10.134097232924733
2003-07-01,0.5,1815.5,3936.682865303377,132.10007450060868,3562.1,8.277247826086956,-4.47249,,,21923.04094062566,9.31177015291329
2003-08-01,0.9000000000000057,1703.7000000000007,3973.597282680137,231.23238222557143,3609.6,8.277014285714285,-4.34427,,,21919.237856333322,11.009992860009055
2003-09-01,1.0999999999999943,2079.7999999999993,4569.033423054432,23.868129068272722,3971.8,8.277140909090908,-5.8221,66051.19891407675,10.1,22208.920117117774,9.993037107639458
2003-10-01,1.7999999999999972,1683.0000000000018,4349.562952577569,474.53760443533326,4204.4,8.276716666666665,-8.04552,,,24099.200949693524,11.976612815978216
2003-11-01,3.0,1984.0999999999985,4590.779792546346,402.97715762850004,4202.7,8.276925,-5.5405,,,24161.759209735064,9.837542851631408
2003-12-01,3.200000000000003,2783.25,8164.342071285413,473.88647209643483,4735.7,8.276982608695652,-6.50109,73007.8159094934,10.1,24746.855750064813,8.581235030737444
2004-01-01,3.200000000000003,1365.25,1679.599271914324,-2.020070891625,4569.4,8.27694375,-5.97403,,,20989.51598670485,10.861845052399
2004-02-01,2.0999999999999943,1365.25,1679.599271914324,-651.5757766275,4211.4,8.277125,-7.1215,,,20598.888196023945,10.231994758097663
2004-03-01,3.0,1771.5,3780.014765787839,-44.68991098539131,4049.8,8.277013043478261,-5.21835,62430.62525267552,10.6,20842.221069946718,10.70194416388981
2004-04-01,3.799999999999997,2099.7,3915.6409394025904,-186.23645293363637,4001.8,8.276918181818182,-4.32328,,,22149.379782536867,12.189113179193644
2004-05-01,4.400000000000006,1720.9000000000005,4405.2427866437465,174.0548905125625,4166.1,8.27704375,0.04278,,,22322.62543719838,11.641012501218228
2004-06-01,5.0,2480.2999999999993,6335.7718489879335,152.59527489754547,4250.7,8.276663636363637,-0.51926,66858.68122501447,11.6,22386.676005279223,10.98274490300344
2004-07-01,5.299999999999997,1935.300000000001,5177.629304263606,168.15216238036365,4209.2,8.276736363636363,-1.40744,,,24227.972266021865,10.513739091390972
2004-08-01,5.299999999999997,1976.3999999999996,5012.999253602764,371.59504726399996,4262.7,8.2768,-1.42369,,,23838.906936854204,8.757918925389152
2004-09-01,5.200000000000003,2429.999999999998,5836.981024552257,413.1807138125,4717.7,8.27665,-0.54379,72524.21640765628,9.8,24457.337204780193,10.123937029830765
2004-10-01,4.299999999999997,1917.300000000003,5516.214497900284,586.8304227571874,4983.2,8.27651875,-0.56777,,,25796.56001718362,7.043217204725116
2004-11-01,2.799999999999997,2531.7999999999993,5716.713486345274,819.0225763999998,4965.6,8.276499999999999,-4.53177,,,26507.78156220644,9.709650411242144
2004-12-01,2.4000000000000057,4802.77,9922.950068788668,916.7426325449999,5562.5,8.276499999999999,-4.77573,79432.50370952881,8.8,27128.162130138764,9.62266238638303
2005-01-01,1.9000000000000057,1514.2,2091.1010935333334,537.478641245,5300.9,8.276499999999999,-3.46031,,,23170.632502047098,10.391456938424914
2005-02-01,3.9000000000000057,1514.2,2091.1010935333334,360.60230462999994,5012.2,8.276499999999999,-1.27305,,,23041.188607373526,11.856467145741401
2005-03-01,2.700000000000003,2180.9999999999995,4763.232089882793,474.4923243549999,4799.1,8.276499999999999,-4.3031,69422.85528097519,11.2,23211.034171554562,11.365454255849606
2005-04-01,1.7999999999999972,2380.8,4950.517514067522,379.9804051399999,4663.3,8.276499999999999,-4.46107,,,24693.057506276837,11.484193908424789
2005-05-01,1.7999999999999972,1995.1999999999998,5645.610862060828,743.9236017599999,4899.2,8.276499999999999,-5.43122,,,24768.44898551404,10.956702002623487
2005-06-01,1.5999999999999943,2836.0,8160.9866993133,800.9684675949998,4935.0,8.276499999999999,-2.97231,74279.99484099107,11.1,24818.48834920019,10.862766510523937
2005-07-01,1.7999999999999972,2239.2000000000007,6607.740343907961,866.9602546978093,4934.9,8.220947619047617,-0.7429,,,26742.404269172785,10.37821892621713
2005-08-01,1.2999999999999972,2413.300000000001,6440.508045467752,858.2038917473913,5040.8,8.101678260869564,-1.54535,,,26610.295247765418,11.625483996612008
2005-09-01,0.9000000000000057,2876.0,7549.784260680775,610.8296487095455,5495.2,8.077209090909092,-1.6259,80429.3559960908,10.9,27076.656479152607,10.709748377106521
2005-10-01,1.2000000000000028,2188.0,7000.866220853699,969.9450625093125,5846.6,8.07211875,1.39092,,,28856.665665739394,11.862456259739185
2005-11-01,1.2999999999999972,3188.399999999998,7392.6392214791995,850.6637284753637,5909.0,8.078059090909091,5.67823,,,29652.438461332535,11.863146267998514
2005-12-01,1.5999999999999943,6322.990000000002,12327.6540487913,889.3724852938182,6850.4,8.07320909090909,7.04268,89282.13416951039,12.4,30773.030042438473,13.435734771911978
2006-01-01,1.9000000000000057,1893.8,2647.3339844132,765.4085197146666,6641.6,8.063733333333333,4.89458,,,26225.45256929405,13.184016737467408
2006-02-01,0.9000000000000057,1893.8,2647.3339844132,195.12117653082353,6001.9,8.047641176470588,4.72803,,,25789.501106828688,11.927824324894676
2006-03-01,0.7999999999999972,2504.1,6316.505722653998,898.7760245486957,5796.7,8.03288695652174,5.4807,78031.28933581611,12.4,26016.335659693374,12.086068493995604
2006-04-01,1.2000000000000028,2728.500000000001,6397.97982967761,837.879004805,5774.6,8.01275,3.84094,,,28056.712079198493,13.621863441036552
2006-05-01,1.4000000000000057,2166.2999999999993,7453.502615802376,1041.9633784976666,6175.6,8.012544444444444,1.22098,,,28183.855984271275,13.789345472357816
2006-06-01,1.5,3414.6000000000004,10910.791162729143,1160.9553698320453,6057.8,8.004977272727272,1.16557,84382.07413936587,13.6,28141.50607589611,13.389283343693293
2006-07-01,1.0,2524.800000000001,8401.480753980759,1168.1481215039523,6012.2,7.988080952380952,-0.89522,,,29832.86385142431,11.556401403347415
2006-08-01,1.2999999999999972,2604.899999999998,7834.351830950676,1498.483433635826,6077.4,7.972308695652174,-1.07085,,,29978.135312357186,12.656154444113433
2006-09-01,1.5,3426.2000000000007,9312.066242516856,1212.5841493061905,6553.6,7.9321190476190475,0.20477,90241.73742761387,12.2,30430.738263832387,12.387355829041224
2006-10-01,1.4000000000000057,2670.5,8200.890220008223,1882.4925834624707,6997.7,7.899723529411765,-0.15884,,,32771.359359225804,13.565994556793859
2006-11-01,1.9000000000000057,3783.7000000000007,9248.478357946064,1802.6323752290455,6821.7,7.8621409090909085,-1.7484,,,33511.664998936874,13.01487074203649
2006-12-01,2.799999999999997,9148.999999999996,14031.353454404787,1642.234219558333,7499.2,7.821166666666666,-1.21048,100442.4009406992,12.5,34159.37658253654,11.004267488212971
2007-01-01,2.200000000000003,2207.3,3266.810136765889,1236.3732606738001,7488.3,7.785465,1.75162,,,29495.32083397614,12.468300617662553
2007-02-01,2.700000000000003,2207.3,3266.810136765889,1841.4152272672,7013.7,7.751293333333334,1.66997,,,29557.651129008922,14.61117842710995
2007-03-01,3.299999999999997,2874.2,8015.180361893163,531.6964102909091,6685.8,7.737772727272727,1.46404,88643.54468548711,13.6,29590.57272250205,13.738433842342278
2007-04-01,3.0,3220.4000000000005,8052.687033628357,1301.2264638405713,6672.5,7.7243619047619045,1.27647,,,32341.09168743024,15.270426542275505
2007-05-01,3.4000000000000057,2922.199999999999,9455.996407379822,1722.8911851488888,7157.5,7.666077777777777,4.6761,,,32334.45030112268,14.72685043227495
2007-06-01,4.400000000000006,4488.6,14027.673652273505,2053.3766593405717,7026.0,7.630514285714286,4.97784,96955.00318613138,14.9,32279.461197578454,14.70409973980249
2007-07-01,5.599999999999994,3236.5999999999985,10599.901187239957,1844.8381345325,6998.2,7.574186363636364,5.62713,,,34145.47836409241,14.455918594158712
2007-08-01,6.5,3426.600000000002,9970.898697868171,1891.0425395871737,7116.6,7.5720217391304345,6.88019,,,34268.422067930594,14.311386318297536
2007-09-01,6.200000000000003,4433.0999999999985,11612.623890887451,1790.51005985115,7668.4,7.521305,4.91899,103056.06414233503,14.2,34642.16371031203,13.839379807242524
2007-10-01,6.5,3560.2999999999993,10716.536419826109,2028.9630067502221,8263.0,7.5006055555555555,2.51663,,,37669.39783730068,14.94609492509802
2007-11-01,6.900000000000006,4508.200000000004,11656.94832152847,1949.9445113636366,8104.7,7.419527272727273,2.6331,,,37794.07958822142,12.778877413045286
2007-12-01,6.5,14236.979999999996,16857.735498590308,1672.0855829617497,9015.3,7.370234999999999,4.28139,114403.89467145638,13.9,38940.41724593428,13.996276108393534
2008-01-01,7.099999999999994,2984.95,4060.645,1409.3329835783636,9077.3,7.240127272727273,4.00734,,,33088.472045596514,12.182105873150451
2008-02-01,8.700000000000003,2984.95,4060.645,612.324598881125,8354.7,7.1577875,5.74889,,,32806.10880663879,10.99024297787221
2008-03-01,8.299999999999997,3536.800000000001,10195.65,948.1853004421905,8123.2,7.072447619047619,4.71071,98926.19586900363,11.6,33031.61501676832,11.628846546959682
2008-04-01,8.5,4078.5,10093.14,1166.322942238762,8142.0,6.9972095238095235,6.53108,,,36101.96187520574,11.628766969660509
2008-05-01,7.700000000000003,4024.5999999999985,11854.13,1408.75885875195,8703.5,6.970454999999999,6.2171,,,35774.51728912576,10.639014908144695
2008-06-01,7.099999999999994,5272.200000000001,18171.78,1448.2575550262002,8642.0,6.896590000000001,5.58604,107620.05353660583,11.0,35743.57437227435,10.731632580520788
2008-07-01,6.299999999999997,4561.5,13724.1,1728.0774054933477,8628.8,6.836317391304347,5.1451,,,37728.74479912094,10.494116956922529
2008-08-01,4.900000000000006,4035.7000000000007,12759.61,1966.2141659652382,8767.7,6.852309523809525,6.46504,,,37292.76438802364,8.825449605172553
2008-09-01,4.599999999999994,4948.899999999998,14951.03,2007.1259083490527,9446.5,6.834673684210526,9.71063,112846.39023585686,9.5,37824.88104871227,9.187409207505226
2008-10-01,4.0,4143.200000000004,13318.36,2408.0821975371,10082.7,6.833505,16.09763,,,40403.067820868666,7.257004731997796
2008-11-01,2.4000000000000057,5254.0,14425.07,2737.084011347,9790.8,6.82738,19.07246,,,40540.370944635135,7.266459155337124
2008-12-01,1.2000000000000028,15505.049999999996,20553.11,2671.144252151826,10728.5,6.852595652173913,14.04479,122526.57119312977,7.1,41583.132427625984,6.786561029896587
2009-01-01,1.0,3901.75,5137.895,2673.4125246864,10756.6,6.83574,14.08221,,,35269.61928678227,6.591864496432764
2009-02-01,-1.5999999999999943,3901.75,5137.895,330.9165899852,9323.8,6.83572,13.65013,,,34663.239243776334,5.660928725450454
2009-03-01,-1.2000000000000028,5007.4,13286.21,1268.8596966,9317.6,6.835999999999999,16.40097,105257.47240461987,6.4,35324.61387406128,6.941830897850232
2009-04-01,-1.5,5078.1,13520.31,897.1810599407144,9343.2,6.830442857142858,13.1487,,,38673.83859621172,7.123925092758743
2009-05-01,-1.4000000000000057,4608.0,16438.02,913.5417989116668,10028.4,6.823316666666667,9.09456,,,38908.943251139455,8.76161636698436
2009-06-01,-1.7000000000000028,6405.5999999999985,24578.03,563.8841424656364,9941.6,6.833581818181818,6.42324,116444.89792660752,8.2,38862.116079256346,8.72476175578285
2009-07-01,-1.7999999999999972,4985.5999999999985,17833.66,726.1802692020001,9936.5,6.83164347826087,6.04,,,41372.50347905447,9.657778702509145
2009-08-01,-1.2000000000000028,4737.200000000004,17052.78,1073.45989155,10115.6,6.8322,2.8147,,,41540.02415054619,11.388964675106061
2009-09-01,-0.7999999999999972,6577.4000000000015,20191.8,882.9730281325001,10912.8,6.82775,-0.90033,124808.1076008577,10.6,41895.57997125704,10.76196093598385
2009-10-01,-0.5,4683.199999999997,17533.16,1637.5698071865,11717.6,6.826725,-6.53785,,,45810.46873748772,13.383639432018747
2009-11-01,0.5999999999999943,6350.0,17924.45,1303.5789844019048,11339.0,6.82752380952381,-9.15118,,,45137.05887966976,11.338544339695854
2009-12-01,1.9000000000000057,12282.300000000003,25504.41,1258.3798185739129,12610.0,6.827826086956521,-5.47879,137107.2331651122,11.9,46159.70554795471,11.00584023652884
2010-01-01,1.5,4203.0,6507.015,967.2693976904001,12718.1,6.82702,-6.57629,,,39186.1217604949,11.104464842296679
2010-02-01,2.700000000000003,4203.0,6507.015,519.7571349338666,12334.2,6.8277866666666664,-6.69446,,,39584.590740834305,14.197609930357501
2010-03-01,2.4000000000000057,5924.0,16778.66,-493.9730517454783,11321.7,6.826321739130435,-7.85747,118098.88403798349,12.2,39328.17153665429,11.333620451921789
2010-04-01,2.799999999999997,5575.5,16950.06,114.75546251733333,11510.4,6.825790476190476,-5.7153,,,42783.881341378474,10.627449703348969
2010-05-01,3.0999999999999943,5786.700000000001,20615.55,1333.7210409598,12455.1,6.828069999999999,-0.09822,,,43071.62595382015,10.698524181991974
2010-06-01,2.9000000000000057,8119.200000000001,30689.08,1364.8401231008422,12329.9,6.8167526315789475,2.37916,128904.50200475453,10.7,43048.9947095559,10.773676404446753
2010-07-01,3.299999999999997,5810.799999999996,21818.87,1946.9591443287272,12252.8,6.776654545454545,1.6849,,,45301.4741548977,9.496574646086732
2010-08-01,3.5,6413.700000000004,21131.5,1360.019831253818,12569.8,6.787854545454545,1.43219,,,45647.17834587951,9.887221491370557
2010-09-01,3.5999999999999943,8469.099999999999,24871.83,1138.891579533105,13536.5,6.748994736842104,2.39283,137164.1102533426,9.9,46215.45775256541,10.311058551455975
2010-10-01,4.400000000000006,6488.300000000003,21686.53,1808.194938661125,14284.8,6.66106875,2.49642,,,49728.64626871224,8.553017769098247
2010-11-01,5.099999999999994,10599.599999999991,23141.72,1523.0010256969092,13910.9,6.6536181818181825,4.73026,,,50193.152142797684,11.201645363307545
2010-12-01,4.599999999999994,17982.100000000006,30717.1,869.3498285779131,15329.5,6.646373913043479,4.37292,150680.8492484583,9.9,50759.0508369484,9.963983163227708
2011-01-01,4.900000000000006,5241.8,8722.08,426.36492667215003,15249.0,6.599115,3.95876,,,43659.89542238136,11.416729854590146
2011-02-01,4.900000000000006,5241.8,8722.08,-480.9683561733333,13769.1,6.583106666666667,1.91162,,,42809.29112242392,8.146352712605175
2011-03-01,5.400000000000006,7569.999999999998,22020.75,9.111359575217392,13588.0,6.566130434782609,1.80123,130026.87132581981,10.1,43557.684781014534,10.754411097953763
2011-04-01,5.299999999999997,7304.4000000000015,23251.32,745.6194392913156,13649.0,6.527257894736842,0.69313,,,47189.73260035745,10.297923238483397
2011-05-01,5.5,8268.0,27538.29,847.4545867443809,14696.8,6.495704761904761,-1.63451,,,47279.8360666749,9.770260629042982
2011-06-01,6.400000000000006,10809.099999999999,34312.17,1442.0011186262498,14565.1,6.474334999999999,-1.79795,141666.04770322522,9.9,47196.47903619287,9.634334912160725
2011-07-01,6.5,6950.0,27853.18,2033.2189653173814,14408.0,6.4580238095238105,-0.3957,,,49447.08797853456,9.151167596581743
2011-08-01,6.200000000000003,8076.9000000000015,28187.76,1137.3354029367824,14705.0,6.404291304347826,1.46195,,,50033.99027603039,9.610258704077967
2011-09-01,6.099999999999994,10018.600000000006,31666.38,927.408462377524,15865.1,6.389780952380953,4.72382,149920.37250690346,9.3,50439.29425233851,9.139445339668061
2011-10-01,5.5,8079.0,29091.09,1084.8151917174998,16546.4,6.368875,7.61132,,,54525.03619233217,9.645124658536442
2011-11-01,4.200000000000003,11396.199999999997,28087.03,923.4811166894544,16128.9,6.356504545454545,6.24611,,,54318.96766477115,8.219877305644552
2011-12-01,4.099999999999994,19974.199999999997,32480.73,1048.5613096329091,17739.7,6.347254545454546,6.52414,163790.08313307416,8.7,54946.07927597086,8.248831233019516
2012-01-01,4.5,6962.05,10594.415,1722.3153041773335,16834.3,6.314266666666667,7.65275,,,46248.393705411625,5.928778019251335
2012-02-01,3.200000000000003,6962.05,10594.415,-1983.432731736619,16834.3,6.299947619047619,5.63946,,,47253.63217633864,10.381720737222677
2012-03-01,3.5999999999999943,10193.999999999998,26676.57,337.51802443672733,15650.2,6.31349090909091,7.54764,140559.0479032112,8.1,47057.02202146094,8.033799909336924
2012-04-01,3.4000000000000057,7885.700000000001,27726.2,1162.17133381875,15603.1,6.3072875,8.63579,,,50913.549071075766,7.891158236167062
2012-05-01,3.0,9165.000000000004,33332.61,1182.757621038409,16714.8,6.326495454545454,9.35782,,,50821.887129711744,7.4916737402426214
2012-06-01,2.200000000000003,12724.199999999997,41785.85,2018.6837348325,16584.9,6.36365,8.8554,152574.33337637357,7.7,50838.89717558607,7.717563288142726
2012-07-01,1.7999999999999972,9527.699999999997,33601.72,1602.121347518182,16314.9,6.371090909090909,8.42955,,,53033.65127907676,7.253335731518029
2012-08-01,2.0,9019.600000000006,33646.29,1695.491283558522,16658.9,6.3595565217391306,7.11823,,,53652.8557691244,7.232814079247429
2012-09-01,1.9000000000000057,11679.0,38974.93,1749.04371362845,18226.6,6.321305,2.98329,161164.4004449212,7.5,54477.89339672005,8.006851016148575
2012-10-01,1.7000000000000028,8616.599999999991,35609.0,2002.4651098689446,18933.8,6.259172222222222,1.96864,,,58799.42139850988,7.8393074166887455
2012-11-01,2.0,12159.700000000012,33694.18,1223.8580455568183,18476.7,6.23359090909091,3.06827,,,58880.80308114358,8.398236587495077
2012-12-01,2.5,20816.399999999994,38598.89,1971.0843287408572,20334.2,6.2339714285714285,1.81084,177057.07986685316,8.1,59376.855387199714,8.0638621892837
2013-01-01,2.0,8052.45,12837.96,1813.1188213684002,18904.9,6.22076,1.79709,,,50063.66796023743,8.249528143891771
2013-02-01,3.200000000000003,8052.45,12837.96,950.622051896,18904.9,6.233186666666667,4.90027,,,50858.61559333566,7.629008080361177
2013-03-01,2.0999999999999943,10931.800000000001,32416.36,-54.965086232476196,17641.2,6.21572380952381,4.9931,151663.2126875649,7.9,50740.9291339918,7.828602309025756
2013-04-01,2.4000000000000057,9307.999999999996,33226.9,1123.7173596933333,17600.3,6.187366666666667,6.16359,,,54677.84304816117,7.393501426958893
2013-05-01,2.0999999999999943,10265.600000000006,39891.47,1254.0784950922728,18886.3,6.139931818181818,6.18074,,,54756.82667268209,7.742608087195335
2013-06-01,2.700000000000003,13103.699999999997,50106.95,1663.9992166348236,18826.7,6.134694117647059,6.36156,164169.98271297797,7.6,54735.312992134706,7.664241423434692
2013-07-01,2.700000000000003,9354.5,40404.63,1092.9864261614348,18513.2,6.134186956521739,7.32768,,,57303.49138771444,8.051190151265807
2013-08-01,2.5999999999999943,9607.600000000006,40855.85,1745.846506167273,18886.2,6.121745454545455,7.84088,,,57812.983956360564,7.753787058675443
2013-09-01,3.0999999999999943,12856.199999999997,46629.49,930.6828639696843,20653.3,6.120294736842105,9.00348,173896.38808006997,7.9,58779.91273599501,7.896816618709357
2013-10-01,3.200000000000003,10507.399999999994,42461.68,1897.2173745373332,21491.3,6.099061111111111,7.57225,,,63227.09537628933,7.530131883052271
2013-11-01,3.0,12657.5,39613.28,2059.565583413619,21011.9,6.09322380952381,7.03329,,,63431.251016518625,7.728236873916394
2013-12-01,2.5,25046.800000000003,45245.17,1557.5184684545454,23059.7,6.074363636363636,7.66965,190690.47501660086,7.7,64032.1286237929,7.84021519199003
2014-01-01,2.5,8533.35,15141.515,1928.3933134997144,21140.35,6.050942857142857,8.22346,,,53815.09123398542,7.493304878754636
2014-02-01,2.0,8533.35,15141.515,-1399.1827740178749,21140.35,6.08636875,6.38602,,,54688.01404302252,7.529498011323477
2014-03-01,2.4000000000000057,13365.8,38038.69,475.66878644742854,19800.6,6.173085714285714,2.91475,163189.61685181982,7.6,54686.51157481188,7.775936523355664
2014-04-01,1.7999999999999972,9409.800000000003,38756.12,1148.9198498399999,19701.2,6.225599999999999,-0.35811,,,58764.682978204866,7.474398590383191
2014-05-01,2.5,12789.799999999996,46638.65,2240.3054520653,21249.8,6.23663,-1.75382,,,58979.394637291,7.711491372299584
2014-06-01,2.299999999999997,16522.000000000007,59053.96,1966.6418290068,21166.4,6.23058,-1.7642,176811.07138187726,7.7,59066.99376638143,7.913868647958888
2014-07-01,2.299999999999997,10256.199999999997,46722.46,2932.298112051913,20775.8,6.199330434782609,-2.03755,,,61414.731390177556,7.174501767521524
2014-08-01,2.0,10203.699999999997,46293.57,3067.180552330286,21133.9,6.154609523809524,-0.4371,,,62208.98141469039,7.603823842837953
2014-09-01,1.5999999999999943,14025.5,52000.7,1899.5724758808574,23042.4,6.139004761904762,1.65834,186590.82440991508,7.3,62967.11160504715,7.123520049882659
2014-10-01,1.5999999999999943,9909.800000000003,48373.42,2779.6709410718336,23967.2,6.121883333333333,4.39549,,,68254.79335880179,7.951809192863668
2014-11-01,1.4000000000000057,12758.599999999991,44906.97,3337.3781739573,23474.7,6.126285,5.39278,,,67892.91440053387,7.033856833208851
2014-12-01,1.5,25354.100000000006,50937.32,3071.3910157538694,25801.3,6.190665217391304,5.72391,204801.57016782934,7.4,68653.86240849367,7.217835614765811
2015-01-01,0.7999999999999972,9432.6,17238.705,3733.6470684440005,23996.25,6.2194400000000005,5.48214,,,57590.89123156645,7.016247507904483
2015-02-01,1.4000000000000057,9432.6,17238.705,3789.5601635424,23996.25,6.25144,7.17016,,,58487.75329152813,6.948029316837867
2015-03-01,1.4000000000000057,13950.100000000002,43033.84,192.25681403345453,22722.8,6.239640909090909,11.35009,174776.07964829903,7.1,58697.435125204436,7.334392768691345
