date,realgdp_monthly_yoy,cpi,CNYUSDSpot,trade balance,current consumption,FR007,omo7d,CNYUSDCPR,IP_yoy,cmpi,cmpi_n_indicators,neer_yoy,target_gdp,target_cpi,shock_policy,shock_policy_change
2001-07-01,8.715841960058412,1.5,8.276890909090909,159.9254239941818,2851.4,2.304459090909091,2.5,8.276900000000001,8.1,0.5827224767090364,6.0,7.58281,7.0,1.5,-0.0029000000000003467,0.0
2001-08-01,6.991417520613541,1.0,8.27696956521739,114.10530918973912,2889.4,2.2988695652173914,2.5,8.27694347826087,8.1,0.0657167634782354,8.0,4.28126,7.0,1.5,-0.0030000000000001137,0.0
2001-09-01,8.293190942804184,-0.0999999999999943,8.276819999999999,177.02206034579996,3136.9,2.2601363636363634,2.5,8.276833333333332,9.5,0.4392429306024554,6.0,2.04109,7.0,1.5,0.0,0.0
2001-10-01,6.529121179341946,0.2000000000000028,8.276805555555555,321.8615446958333,3347.3,2.1840555555555556,2.5,8.276816666666667,8.8,0.4392429306024554,6.0,2.11842,7.0,1.5,-0.0019999999999997797,0.0
2001-11-01,8.354419516491607,-0.2999999999999971,8.276877272727273,261.1550113849091,3421.7,2.140090909090909,2.5,8.276881818181817,7.9,0.4392429306024554,6.0,1.8492,7.0,1.5,-0.0009999999999998899,0.0
2001-12-01,7.613258971537573,-0.2999999999999971,8.276838095238096,174.84605278400005,4033.3,2.140217391304348,2.3833333333333333,8.27682,8.7,0.3221635968742209,7.0,2.87056,7.0,1.5,-0.0029999999999996696,0.002000000000000224
2002-01-01,8.868218525467796,-1.0,8.27667,226.1909624958,3596.1,2.13739,2.15,8.276683333333333,10.9,0.3067927577515484,7.0,3.25821,7.0,1.5,0.0009999999999998899,0.0
2002-02-01,9.147946242459092,0.0,8.276646666666666,266.4014194576,3324.4,2.07935294117647,2.09,8.276653846153845,2.7,-0.473913969652571,8.0,4.57466,7.0,1.5,-0.16399999999999992,-0.010000000000000009
2002-03-01,8.985155414087442,-0.7999999999999972,8.27707619047619,110.38482626219049,3114.8,1.958,1.97,8.27707619047619,10.9,-0.4227327256638279,7.0,1.15747,7.0,1.5,-0.0050000000000001155,0.0
2002-04-01,7.529623672714192,-1.2999999999999972,8.277204545454545,80.45252442477272,3052.2,1.9534375,1.97,8.277172727272726,12.1,-0.4227327256638279,7.0,-1.1812,7.0,1.5,-0.0045000000000001705,0.0
2002-05-01,10.194038745740786,-1.0999999999999943,8.276894444444444,183.00792999277775,3202.1,1.9527833333333335,1.97,8.276944444444444,12.9,-0.4227327256638279,7.0,-2.63225,7.0,1.5,-0.0020999999999999908,0.0
2002-06-01,8.94394100753033,-0.7999999999999972,8.27705,241.57563670999997,3158.8,1.95235,1.97,8.277050000000001,12.4,-0.4902015052574719,10.0,-4.69328,7.0,1.5,0.0030000000000001137,0.0
2002-07-01,9.929850156371046,-0.9000000000000057,8.276795652173913,183.9373817451304,3096.6,1.9503913043478265,1.97,8.2768,12.8,-0.4788896725996253,9.0,-7.26463,7.0,1.5,0.0020000000000000018,0.0
2002-08-01,9.505908784729057,-0.7000000000000028,8.27671818181818,184.77847831372728,3143.7,1.9658181818181817,1.97,8.276704545454544,12.7,-0.291941165942321,8.0,-4.59919,7.0,1.5,0.0,0.0
2002-09-01,9.662325910487258,-0.7000000000000028,8.276985714285715,175.19200394628572,3422.4,2.175391304347826,1.97,8.276961904761905,13.8,-0.1596494663760863,11.0,-3.62385,7.0,1.5,-0.020000000000000018,0.0
2002-10-01,9.0160208281584,-0.7999999999999972,8.276966666666667,393.101205917,3661.9,2.2460222222222224,1.97,8.276947368421053,14.2,-0.2181475784840427,6.0,-3.74952,7.0,1.5,0.0009999999999998899,0.0
2002-11-01,9.884326942613296,-0.7000000000000028,8.277071428571428,204.82374740571427,3733.1,2.231157142857143,1.97,8.277138095238096,14.5,-0.2181475784840427,6.0,-5.61309,7.0,1.5,0.0,0.0
2002-12-01,8.719754530860646,-0.4000000000000057,8.277240909090908,261.30479766595454,4404.4,2.3019772727272727,1.97,8.277245454545456,14.9,-0.3167388129726629,7.0,-6.5449,7.0,1.5,-0.01499999999999968,0.0
2003-01-01,11.604288717062229,0.4000000000000057,8.276827272727273,-102.6476392391818,3907.4,2.2806363636363636,2.3,8.276872222222224,17.5,-0.2756258233171925,7.0,-8.76777,7.0,1.5,-0.052999999999999936,-0.005999999999999783
2003-02-01,10.88493669651418,0.2000000000000028,8.277446666666666,55.94957970506666,3706.4,2.249564705882353,2.3,8.277373333333333,19.8,-0.2084004248325616,7.0,-9.58466,7.0,1.5,-0.040000000000000036,0.0
2003-03-01,11.108590318573896,0.9000000000000057,8.277238095238095,-37.89708630190477,3494.8,2.0577959999999997,2.3,8.27722380952381,16.9,-0.2359817127819417,7.0,-8.43707,7.0,1.0,-0.007399999999999851,0.0
2003-04-01,10.740259772399009,1.0,8.277136363636364,84.08461409181818,3406.9,1.961845454545455,2.3,8.277145454545455,14.9,-0.2665862473771686,8.0,-7.64242,7.0,1.0,0.0020000000000000018,0.0
2003-05-01,6.819042996663471,0.7000000000000028,8.276888235294118,185.2433802164706,3463.3,2.0255315789473687,2.3,8.276894736842104,13.7,-0.3036838717284743,8.0,-8.42366,7.0,1.0,0.0,0.0
2003-06-01,10.134097232924733,0.2999999999999971,8.27708095238095,177.10329403433332,3576.9,2.161090476190476,2.3,8.277038095238094,16.9,-0.2733809223564509,8.0,-7.22601,7.0,1.0,0.005999999999999783,0.0
2003-07-01,9.31177015291329,0.5,8.277247826086956,132.10007450060868,3562.1,2.207808695652174,2.3,8.277239130434783,16.5,-0.2297591468624208,8.0,-4.47249,7.0,1.0,-0.00649999999999995,0.0
2003-08-01,11.009992860009056,0.9000000000000057,8.277014285714285,231.23238222557143,3609.6,2.212847619047619,2.24,8.27702380952381,17.1,-0.2160556827807347,9.0,-4.34427,7.0,1.0,0.10499999999999998,0.10499999999999998
2003-09-01,9.993037107639458,1.0999999999999943,8.277140909090908,23.86812906827272,3971.8,2.9184708333333336,2.76685,8.277145833333334,16.3,-0.2686614317100956,10.0,-5.8221,7.0,1.0,0.12029999999999985,0.05030000000000001
2003-10-01,11.976612815978216,1.7999999999999972,8.276716666666665,474.53760443533326,4204.4,3.0864611111111113,2.76685,8.276733333333333,17.2,0.0106248520729133,7.0,-8.04552,7.0,1.0,0.05379999999999985,0.0
2003-11-01,9.837542851631408,3.0,8.276925,402.9771576285,4202.7,2.69975,3.7561,8.276900000000001,17.9,0.2767505142503185,8.0,-5.5405,7.0,1.0,0.3049999999999997,0.3049999999999997
2003-12-01,8.581235030737444,3.200000000000003,8.276982608695652,473.8864720964348,4735.7,2.1447,3.7561,8.276995652173913,18.1,-0.1873380004658226,7.0,-6.50109,7.0,1.0,-0.009300000000000086,0.0
2004-01-01,10.861845052399,3.200000000000003,8.27694375,-2.020070891625,4569.4,2.501761111111111,3.7561,8.276926666666666,16.6,-0.1413165326565826,8.0,-5.97403,7.0,1.0,0.0,0.0
2004-02-01,10.231994758097663,2.0999999999999943,8.277125,-651.5757766275,4211.4,2.217895,3.7561,8.277121052631578,23.2,-0.2468882772351632,8.0,-7.1215,7.0,1.0,0.0,0.0
2004-03-01,10.70194416388981,3.0,8.277013043478261,-44.68991098539131,4049.8,1.9171347826086955,3.7561,8.277121739130436,19.4,-0.3312830477312653,8.0,-5.21835,7.0,3.0,-0.006600000000000161,0.0
2004-04-01,12.189113179193644,3.799999999999997,8.276918181818182,-186.23645293363637,4001.8,2.117609090909091,3.7561,8.276914285714286,19.1,-0.5576754343217576,9.0,-4.32328,7.0,3.0,-0.0900000000000003,0.0
2004-05-01,11.641012501218228,4.400000000000006,8.27704375,174.0548905125625,4166.1,2.1807833333333333,3.7561,8.277063157894737,17.5,0.0746721143666756,9.0,0.04278,7.0,3.0,0.07699999999999996,0.0
2004-06-01,10.98274490300344,5.0,8.276663636363637,152.5952748975455,4250.7,2.4169636363636364,3.7561,8.27666818181818,16.2,0.0624981568209188,8.0,-0.51926,7.0,3.0,-0.0015000000000000568,0.0
2004-07-01,10.513739091390972,5.299999999999997,8.276736363636363,168.15216238036365,4209.2,2.342322727272727,3.7561,8.276717391304349,15.5,-0.0222606244347569,9.0,-1.40744,7.0,3.0,0.0,0.0
2004-08-01,8.757918925389152,5.299999999999997,8.2768,371.595047264,4262.7,2.2827363636363636,3.7561,8.276813636363636,15.9,-0.0029955777414481,8.0,-1.42369,7.0,3.0,-0.014799999999999702,0.0
2004-09-01,10.123937029830763,5.200000000000003,8.27665,413.1807138125,4717.7,2.143731818181818,3.7561,8.27665238095238,16.1,0.0558175889255466,9.0,-0.54379,7.0,3.0,-0.07699999999999996,0.0
2004-10-01,7.043217204725116,4.299999999999997,8.27651875,586.8304227571874,4983.2,2.1443222222222222,3.7561,8.27655,15.7,-0.0384127814163541,8.0,-0.56777,7.0,3.0,0.15409999999999968,0.15409999999999968
2004-11-01,9.709650411242144,2.799999999999997,8.276499999999999,819.0225763999998,4965.6,2.092409090909091,3.7561,8.276499999999999,14.8,0.0641446602027261,7.0,-4.53177,7.0,3.0,9.999999999998899e-05,0.0
2004-12-01,9.62266238638303,2.4000000000000057,8.276499999999999,916.742632545,5562.5,1.8736521739130436,3.7561,8.276499999999999,14.4,0.1250432343977311,9.0,-4.77573,7.0,3.0,-0.0040999999999999925,0.0
2005-01-01,10.391456938424914,1.9000000000000057,8.276499999999999,537.478641245,5300.9,1.844875,3.7561,8.2765,16.9,0.1727901895211958,9.0,-3.46031,7.0,3.0,-0.006000000000000005,0.0
2005-02-01,11.8564671457414,3.9000000000000057,8.276499999999999,360.60230462999994,5012.2,2.0505176470588236,3.7561,8.2765,7.6,-0.113305844602995,11.0,-1.27305,7.0,3.0,-0.007900000000000018,0.0
2005-03-01,11.365454255849606,2.700000000000003,8.276499999999999,474.4923243549999,4799.1,1.7142217391304349,3.7561,8.2765,15.1,-0.4331327574222405,9.0,-4.3031,8.0,4.0,-0.025000000000000133,0.0
2005-04-01,11.484193908424787,1.7999999999999972,8.276499999999999,379.9804051399999,4663.3,1.2939227272727274,3.7561,8.2765,16.0,-0.7050486116725693,8.0,-4.46107,8.0,4.0,-0.02400000000000002,0.0
2005-05-01,10.956702002623487,1.7999999999999972,8.276499999999999,743.9236017599999,4899.2,1.1495055555555556,3.7561,8.2765,16.6,-0.6970639535686436,8.0,-5.43122,8.0,4.0,-0.0038000000000000256,0.0
2005-06-01,10.862766510523937,1.5999999999999943,8.276499999999999,800.9684675949998,4935.0,1.0952636363636363,3.7561,8.2765,16.8,-0.8353370543216655,8.0,-2.97231,8.0,4.0,0.008899999999999908,0.0
2005-07-01,10.37821892621713,1.7999999999999972,8.220947619047617,866.9602546978093,4934.9,1.1947333333333334,3.7561,8.229000000000001,16.1,-0.9442331359484828,9.0,-0.7429,8.0,4.0,0.0,0.0
2005-08-01,11.625483996612008,1.2999999999999972,8.101678260869564,858.2038917473913,5040.8,1.2369217391304348,3.7561,8.10193043478261,16.0,-1.0350370634603177,10.0,-1.54535,8.0,4.0,-0.0044999999999999485,0.0
2005-09-01,10.70974837710652,0.9000000000000057,8.077209090909092,610.8296487095455,5495.2,1.1981772727272728,3.7561,8.092222727272727,16.5,-0.96742351211083,9.0,-1.6259,8.0,4.0,-0.010000000000000009,0.0
2005-10-01,11.862456259739185,1.2000000000000028,8.07211875,969.9450625093124,5846.6,1.1224611111111111,3.7561,8.088594444444444,16.1,-1.014931005214967,9.0,1.39092,8.0,4.0,-0.00649999999999995,0.0
2005-11-01,11.863146267998514,1.2999999999999972,8.078059090909091,850.6637284753637,5909.0,1.1855363636363636,3.7561,8.083931818181819,16.6,-0.8844799682339318,9.0,5.67823,8.0,4.0,0.06440000000000001,0.0
2005-12-01,13.435734771911978,1.5999999999999943,8.07320909090909,889.3724852938182,6850.4,1.5658608695652174,3.7561,8.075977272727274,16.5,-0.7351888131889741,10.0,7.04268,8.0,4.0,-0.0040000000000000036,0.0
2006-01-01,13.184016737467408,1.9000000000000057,8.063733333333333,765.4085197146666,6641.6,1.6871684210526314,3.7561,8.066572222222222,16.2,-0.513696236317277,8.0,4.89458,8.0,4.0,0.0,0.0
2006-02-01,11.927824324894676,0.9000000000000057,8.047641176470588,195.12117653082353,6001.9,1.39835,3.7561,8.049235294117647,20.1,-0.5754453671105793,7.0,4.72803,8.0,4.0,0.03269999999999995,0.0
2006-03-01,12.086068493995604,0.7999999999999972,8.03288695652174,898.7760245486957,5796.7,1.485682608695652,3.7561,8.034917391304349,17.8,-0.6299688154181529,8.0,5.4807,8.0,3.0,-0.0031999999999998696,0.0
2006-04-01,13.621863441036552,1.2000000000000028,8.01275,837.879004805,5774.6,1.7029863636363636,3.7561,8.01564761904762,16.6,-0.3790344905409643,7.0,3.84094,8.0,3.0,-0.24,-0.24
2006-05-01,13.789345472357816,1.4000000000000057,8.012544444444444,1041.9633784976666,6175.6,1.6891388888888887,3.7561,8.015227777777778,17.9,-0.3101794917760058,7.0,1.22098,8.0,3.0,0.04800000000000004,0.0
2006-06-01,13.389283343693291,1.5,8.004977272727272,1160.955369832045,6057.8,1.971840909090909,3.7561,8.006545454545455,19.5,-0.236503996467515,7.0,1.16557,8.0,3.0,0.0009999999999998899,0.0
2006-07-01,11.556401403347415,1.0,7.988080952380952,1168.1481215039523,6012.2,2.294323809523809,3.7561,7.991247619047618,16.7,-0.4526396291017214,9.0,-0.89522,8.0,3.0,-0.028100000000000236,-0.012500000000000178
2006-08-01,12.656154444113431,1.2999999999999972,7.972308695652174,1498.483433635826,6077.4,2.4528652173913046,3.7561,7.973530434782608,15.7,-0.2006544650374859,11.0,-1.07085,8.0,3.0,-0.006400000000000183,-0.006400000000000183
2006-09-01,12.387355829041224,1.5,7.932119047619048,1212.5841493061905,6553.6,2.1776863636363637,3.7561,7.936657142857142,16.1,0.0701665282131038,7.0,0.20477,8.0,3.0,-0.09399999999999986,0.0
2006-10-01,13.56599455679386,1.4000000000000057,7.899723529411765,1882.4925834624707,6997.7,2.3546555555555555,3.7561,7.903241176470589,14.7,0.0731113849144447,7.0,-0.15884,8.0,3.0,0.07679999999999998,0.0
2006-11-01,13.01487074203649,1.9000000000000057,7.8621409090909085,1802.6323752290457,6821.7,3.1672727272727275,3.7561,7.865009090909091,14.9,-0.2098752190179425,9.0,-1.7484,8.0,3.0,0.0047999999999999154,0.05109999999999992
2006-12-01,11.004267488212973,2.799999999999997,7.821166666666666,1642.234219558333,7499.2,2.131682608695652,3.7561,7.823776190476191,14.7,-0.1508466198929651,9.0,-1.21048,8.0,3.0,-0.29499999999999993,0.0
2007-01-01,12.468300617662551,2.200000000000003,7.785465,1236.3732606738,7488.3,1.67089,3.7561,7.7898,18.5,-0.3573374619771947,12.0,1.75162,8.0,3.0,-0.029200000000000115,-0.022199999999999998
2007-02-01,14.61117842710995,2.700000000000003,7.751293333333334,1841.4152272672,7013.7,2.7104470588235294,3.7561,7.754626666666667,12.6,-0.03950972469108,11.0,1.66997,8.0,3.0,0.8820000000000001,1.38
2007-03-01,13.738433842342278,3.299999999999997,7.737772727272727,531.6964102909091,6685.8,1.689277272727273,3.7561,7.738981818181818,17.6,0.1494101416817672,9.0,1.46404,8.0,3.0,0.0,0.0
2007-04-01,15.270426542275503,3.0,7.724361904761904,1301.2264638405711,6672.5,2.924169565217391,3.7561,7.724747619047618,17.4,-0.0757339517815199,11.0,1.27647,8.0,3.0,0.22950000000000026,0.4295
2007-05-01,14.72685043227495,3.4000000000000057,7.666077777777777,1722.8911851488888,7157.5,2.484255555555555,3.7561,7.670405555555556,18.1,0.1594791950378988,11.0,4.6761,8.0,3.0,0.004699999999999704,0.004699999999999704
2007-06-01,14.70409973980249,4.400000000000006,7.630514285714286,2053.3766593405717,7026.0,2.6985571428571427,3.7561,7.633019047619047,19.4,0.198161281217926,10.0,4.97784,8.0,3.0,-0.03840000000000021,-0.03840000000000021
2007-07-01,14.455918594158712,5.599999999999994,7.574186363636364,1844.8381345325,6998.2,2.6792363636363636,3.7561,7.580518181818181,18.0,0.635172896135269,10.0,5.62713,8.0,3.0,0.5960000000000001,0.5960000000000001
2007-08-01,14.311386318297536,6.5,7.572021739130435,1891.0425395871737,7116.6,2.229365217391304,3.7561,7.575291304347827,17.5,0.6061094169914522,11.0,6.88019,8.0,3.0,0.0036000000000000476,0.0036000000000000476
2007-09-01,13.839379807242524,6.200000000000003,7.521305,1790.51005985115,7668.4,4.2364227272727275,3.7561,7.52581,18.9,0.8308556169009721,12.0,4.91899,8.0,3.0,0.15799999999999992,0.15799999999999992
2007-10-01,14.94609492509802,6.5,7.5006055555555555,2028.963006750222,8263.0,3.673194444444444,3.7561,7.501161111111111,17.9,0.8285465985386482,12.0,2.51663,8.0,3.0,0.908599999999999,0.7418999999999993
2007-11-01,12.778877413045286,6.900000000000006,7.419527272727273,1949.9445113636368,8104.7,2.7734636363636365,3.7561,7.423313636363637,17.3,1.071104901681842,12.0,2.6331,8.0,3.0,0.005700000000000038,-0.01429999999999998
2007-12-01,13.996276108393534,6.5,7.370234999999999,1672.0855829617497,9015.3,3.097809523809524,3.7561,7.36764,17.4,1.297872400785065,13.0,4.28139,8.0,3.0,-0.28000000000000025,-0.28000000000000025
2008-01-01,12.182105873150451,7.099999999999994,7.240127272727273,1409.3329835783636,9077.3,2.980759090909091,3.7561,7.247813636363636,15.4,1.119776238845937,15.0,4.00734,8.0,3.0,-1.5990000000000002,-1.5900000000000003
2008-02-01,10.99024297787221,8.700000000000003,7.1577875,612.324598881125,8354.7,3.035661111111111,3.7561,7.16014375,15.4,1.359400316440123,12.0,5.74889,8.0,3.0,0.009300000000000086,0.0
2008-03-01,11.628846546959682,8.299999999999997,7.072447619047619,948.1853004421904,8123.2,2.5156714285714283,3.7561,7.075209523809524,17.8,1.305760840163386,13.0,4.71071,8.0,4.8,0.4816999999999996,-0.01130000000000031
2008-04-01,11.628766969660507,8.5,6.9972095238095235,1166.322942238762,8142.0,3.0553523809523813,3.7561,7.000685714285714,15.7,1.2503106521554106,13.0,6.53108,8.0,4.8,0.10500000000000043,0.2030000000000003
2008-05-01,10.639014908144697,7.700000000000003,6.970454999999999,1408.75885875195,8703.5,3.3485571428571426,3.7561,6.97242,16.0,1.3319900407867735,12.0,6.2171,8.0,4.8,0.010499999999999954,0.010499999999999954
2008-06-01,10.731632580520788,7.099999999999994,6.896590000000001,1448.2575550262002,8642.0,3.3920000000000003,3.7561,6.897095,16.0,1.3623697832895356,11.0,5.58604,8.0,4.8,0.05580000000000007,0.06000000000000005
2008-07-01,10.494116956922529,6.299999999999997,6.836317391304347,1728.0774054933477,8628.8,3.097256521739131,3.7561,6.837634782608696,14.7,1.3795426921314036,10.0,5.1451,8.0,4.8,0.351,0.0
2008-08-01,8.825449605172553,4.900000000000006,6.852309523809525,1966.2141659652384,8767.7,3.247457142857143,3.7561,6.8515,12.8,1.510855082264886,9.0,6.46504,8.0,4.8,0.0,0.0
2008-09-01,9.187409207505226,4.599999999999994,6.834673684210526,2007.125908349053,9446.5,3.1757761904761903,3.7561,6.830678947368422,11.4,1.2408682717964987,12.0,9.71063,8.0,4.8,0.009999999999999787,0.0
2008-10-01,7.257004731997796,4.0,6.833505,2408.0821975371,10082.7,3.1415300000000004,3.7561,6.83155,8.2,0.852196906997784,13.0,16.09763,8.0,4.8,-0.07749999999999968,-0.07749999999999968
2008-11-01,7.266459155337124,2.4000000000000057,6.82738,2737.084011347,9790.8,2.648965,3.7561,6.828555,5.4,-0.8020505911114535,10.0,19.07246,8.0,4.8,-0.5356999999999998,-0.5356999999999998
2008-12-01,6.786561029896587,1.2000000000000028,6.852595652173913,2671.144252151826,10728.5,1.5241521739130437,3.7561,6.842421739130434,5.7,-0.7724015595527266,10.0,14.04479,8.0,4.8,-0.1841999999999997,-0.1841999999999997
2009-01-01,6.591864496432764,1.0,6.83574,2673.4125246864,10756.6,0.9538,3.7561,6.8381533333333335,3.8,-1.356978715795152,8.0,14.08221,8.0,4.8,0.0,0.0
2009-02-01,5.660928725450454,-1.5999999999999943,6.83572,330.9165899852,9323.8,0.952804761904762,3.7561,6.8356900000000005,11.0,-1.1765020641878716,7.0,13.65013,8.0,4.8,0.0,0.0
