date,cpi_actual,cpi_predicted
2025-03-01,-0.0999999999999943,1.727924844282942
2025-04-01,-0.0999999999999943,1.7280819867855142
2025-05-01,-0.0999999999999943,1.727570643530679
2025-06-01,0.0999999999999943,1.7266388141261149
2025-07-01,0.0,1.7255155128259876
2025-08-01,-0.4000000000000057,1.724404018838069
2025-09-01,-0.2999999999999971,1.7234776688250666
2025-10-01,0.2000000000000028,1.7228775095426296
2025-11-01,0.7000000000000028,1.7227120860781808
2025-12-01,0.7999999999999972,1.723059095423321
2026-01-01,,1.7239681402858562
2026-02-01,,1.725464039938133
2026-03-01,,1.7275504876786199
